,logline,timestamp,Action,ID,cluster_id
501,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:17:51.677,Step_ExtSDM,30002312,1
502,REPORT : 7099 5068 152060 240,2017-12-23 22:17:51.681,Step_StandReportReceiver,30002312,4
503,onStandStepChanged 3673,2017-12-23 22:17:51.848,Step_LSC,30002312,0
504,onExtend:1514038672000 2 0 4,2017-12-23 22:17:51.854,Step_LSC,30002312,0
505, getTodayTotalDetailSteps = 1514038560000##7099##548577##8661##16256##27315983,2017-12-23 22:17:52.151,Step_SPUtils,30002312,2
506,setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,2017-12-23 22:17:52.152,Step_SPUtils,30002312,6
507,calculateCaloriesWithCache totalCalories=128788,2017-12-23 22:17:52.162,Step_ExtSDM,30002312,1
508,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:17:52.169,Step_ExtSDM,30002312,1
509,REPORT : 7101 5070 152103 240,2017-12-23 22:17:52.169,Step_StandReportReceiver,30002312,4
510,onStandStepChanged 3674,2017-12-23 22:17:52.848,Step_LSC,30002312,0
511,onExtend:1514038673000 1 0 4,2017-12-23 22:17:52.855,Step_LSC,30002312,0
512, getTodayTotalDetailSteps = 1514038560000##7101##548578##8661##16256##27316470,2017-12-23 22:17:53.149,Step_SPUtils,30002312,2
513,setTodayTotalDetailSteps=1514038560000##7102##548579##8661##16256##27317468,2017-12-23 22:17:53.149,Step_SPUtils,30002312,6
514,calculateCaloriesWithCache totalCalories=128810,2017-12-23 22:17:53.163,Step_ExtSDM,30002312,1
515,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:17:53.168,Step_ExtSDM,30002312,1
516,REPORT : 7102 5070 152124 240,2017-12-23 22:17:53.169,Step_StandReportReceiver,30002312,4
517,onStandStepChanged 3675,2017-12-23 22:17:53.849,Step_LSC,30002312,0
518,onExtend:1514038674000 1 0 4,2017-12-23 22:17:53.859,Step_LSC,30002312,0
519, getTodayTotalDetailSteps = 1514038560000##7102##548579##8661##16256##27317468,2017-12-23 22:17:54.152,Step_SPUtils,30002312,2
520,setTodayTotalDetailSteps=1514038560000##7103##548580##8661##16256##27318472,2017-12-23 22:17:54.153,Step_SPUtils,30002312,6
521,calculateCaloriesWithCache totalCalories=128831,2017-12-23 22:17:54.167,Step_ExtSDM,30002312,1
522,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:17:54.175,Step_ExtSDM,30002312,1
523,REPORT : 7103 5071 152146 240,2017-12-23 22:17:54.176,Step_StandReportReceiver,30002312,4
524,onStandStepChanged 3676,2017-12-23 22:17:54.849,Step_LSC,30002312,0
525,onExtend:1514038675000 1 0 4,2017-12-23 22:17:54.864,Step_LSC,30002312,0
526, getTodayTotalDetailSteps = 1514038560000##7103##548580##8661##16256##27318472,2017-12-23 22:17:55.153,Step_SPUtils,30002312,2
527,setTodayTotalDetailSteps=1514038560000##7104##548581##8661##16256##27319473,2017-12-23 22:17:55.154,Step_SPUtils,30002312,6
528,calculateCaloriesWithCache totalCalories=128853,2017-12-23 22:17:55.162,Step_ExtSDM,30002312,1
529,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:17:55.166,Step_ExtSDM,30002312,1
530,REPORT : 7104 5072 152167 240,2017-12-23 22:17:55.169,Step_StandReportReceiver,30002312,4
531,onStandStepChanged 3677,2017-12-23 22:17:55.348,Step_LSC,30002312,0
532,onExtend:1514038676000 1 0 4,2017-12-23 22:17:55.381,Step_LSC,30002312,0
533, getTodayTotalDetailSteps = 1514038560000##7104##548581##8661##16256##27319473,2017-12-23 22:17:55.649,Step_SPUtils,30002312,2
534,setTodayTotalDetailSteps=1514038560000##7105##548582##8661##16256##27319968,2017-12-23 22:17:55.649,Step_SPUtils,30002312,6
535,calculateCaloriesWithCache totalCalories=128874,2017-12-23 22:17:55.658,Step_ExtSDM,30002312,1
536,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:17:55.660,Step_ExtSDM,30002312,1
537,REPORT : 7105 5072 152189 240,2017-12-23 22:17:55.664,Step_StandReportReceiver,30002312,4
538,onStandStepChanged 3678,2017-12-23 22:17:56.349,Step_LSC,30002312,0
539,onExtend:1514038677000 1 0 4,2017-12-23 22:17:56.361,Step_LSC,30002312,0
540, getTodayTotalDetailSteps = 1514038560000##7105##548582##8661##16256##27319968,2017-12-23 22:17:56.650,Step_SPUtils,30002312,2
541,setTodayTotalDetailSteps=1514038560000##7106##548583##8661##16256##27320969,2017-12-23 22:17:56.651,Step_SPUtils,30002312,6
542,calculateCaloriesWithCache totalCalories=128895,2017-12-23 22:17:56.666,Step_ExtSDM,30002312,1
543,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:17:56.671,Step_ExtSDM,30002312,1
544,REPORT : 7106 5073 152210 240,2017-12-23 22:17:56.678,Step_StandReportReceiver,30002312,4
545,onStandStepChanged 3679,2017-12-23 22:17:57.349,Step_LSC,30002312,0
546,onExtend:1514038678000 1 0 4,2017-12-23 22:17:57.372,Step_LSC,30002312,0
547, getTodayTotalDetailSteps = 1514038560000##7106##548583##8661##16256##27320969,2017-12-23 22:17:57.650,Step_SPUtils,30002312,2
548,setTodayTotalDetailSteps=1514038560000##7107##548584##8661##16256##27321969,2017-12-23 22:17:57.650,Step_SPUtils,30002312,6
549,calculateCaloriesWithCache totalCalories=128917,2017-12-23 22:17:57.659,Step_ExtSDM,30002312,1
550,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:17:57.662,Step_ExtSDM,30002312,1
551,REPORT : 7107 5074 152231 240,2017-12-23 22:17:57.662,Step_StandReportReceiver,30002312,4
552,onStandStepChanged 3681,2017-12-23 22:17:57.849,Step_LSC,30002312,0
553,onExtend:1514038678000 2 0 4,2017-12-23 22:17:57.862,Step_LSC,30002312,0
554, getTodayTotalDetailSteps = 1514038560000##7107##548584##8661##16256##27321969,2017-12-23 22:17:58.150,Step_SPUtils,30002312,2
555,setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469,2017-12-23 22:17:58.151,Step_SPUtils,30002312,6
556,calculateCaloriesWithCache totalCalories=128960,2017-12-23 22:17:58.159,Step_ExtSDM,30002312,1
557,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:17:58.162,Step_ExtSDM,30002312,1
558,REPORT : 7109 5075 152274 240,2017-12-23 22:17:58.167,Step_StandReportReceiver,30002312,4
559,onStandStepChanged 3683,2017-12-23 22:17:59.858,Step_LSC,30002312,0
560,onExtend:1514038680000 2 0 4,2017-12-23 22:17:59.872,Step_LSC,30002312,0
561,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:18:00.134,Step_LSC,30002312,0
562, getTodayTotalDetailSteps = 1514038560000##7109##548585##8661##16256##27322469,2017-12-23 22:18:00.158,Step_SPUtils,30002312,2
563,setTodayTotalDetailSteps=1514038620000##7111##548640##8661##16256##27324478,2017-12-23 22:18:00.159,Step_SPUtils,30002312,2
564,calculateCaloriesWithCache totalCalories=129002,2017-12-23 22:18:00.168,Step_ExtSDM,30002312,1
565,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:18:00.171,Step_ExtSDM,30002312,1
566,REPORT : 7111 5077 152317 240,2017-12-23 22:18:00.172,Step_StandReportReceiver,30002312,4
567,onStandStepChanged 3684,2017-12-23 22:18:01.349,Step_LSC,30002312,0
568,onExtend:1514038682000 1 0 4,2017-12-23 22:18:01.361,Step_LSC,30002312,0
569, getTodayTotalDetailSteps = 1514038620000##7111##548640##8661##16256##27324478,2017-12-23 22:18:01.649,Step_SPUtils,30002312,2
570,setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968,2017-12-23 22:18:01.650,Step_SPUtils,30002312,2
571,calculateCaloriesWithCache totalCalories=129024,2017-12-23 22:18:01.659,Step_ExtSDM,30002312,1
572,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:18:01.663,Step_ExtSDM,30002312,1
573,REPORT : 7112 5077 152339 240,2017-12-23 22:18:01.664,Step_StandReportReceiver,30002312,4
574,onStandStepChanged 3685,2017-12-23 22:18:02.349,Step_LSC,30002312,0
575,onExtend:1514038683000 1 0 4,2017-12-23 22:18:02.363,Step_LSC,30002312,0
576, getTodayTotalDetailSteps = 1514038620000##7112##548695##8661##16256##27325968,2017-12-23 22:18:02.649,Step_SPUtils,30002312,2
577,setTodayTotalDetailSteps=1514038620000##7113##548750##8661##16256##27326969,2017-12-23 22:18:02.650,Step_SPUtils,30002312,2
578,calculateCaloriesWithCache totalCalories=129045,2017-12-23 22:18:02.659,Step_ExtSDM,30002312,1
579,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:18:02.661,Step_ExtSDM,30002312,1
580,REPORT : 7113 5078 152360 240,2017-12-23 22:18:02.662,Step_StandReportReceiver,30002312,4
581,onStandStepChanged 3686,2017-12-23 22:18:05.351,Step_LSC,30002312,0
582,onExtend:1514038686000 1 0 4,2017-12-23 22:18:05.358,Step_LSC,30002312,0
583, getTodayTotalDetailSteps = 1514038620000##7113##548750##8661##16256##27326969,2017-12-23 22:18:05.653,Step_SPUtils,30002312,2
584,setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972,2017-12-23 22:18:05.653,Step_SPUtils,30002312,2
585,calculateCaloriesWithCache totalCalories=129067,2017-12-23 22:18:05.673,Step_ExtSDM,30002312,1
586,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:18:05.684,Step_ExtSDM,30002312,1
587,REPORT : 7114 5079 152381 240,2017-12-23 22:18:05.684,Step_StandReportReceiver,30002312,4
588,onStandStepChanged 3686,2017-12-23 22:18:05.849,Step_LSC,30002312,0
589,onExtend:1514038686000 0 0 0,2017-12-23 22:18:05.854,Step_LSC,30002312,0
590, getTodayTotalDetailSteps = 1514038620000##7114##548805##8661##16256##27329972,2017-12-23 22:18:06.150,Step_SPUtils,30002312,2
591,setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470,2017-12-23 22:18:06.151,Step_SPUtils,30002312,2
592,calculateCaloriesWithCache totalCalories=129067,2017-12-23 22:18:06.164,Step_ExtSDM,30002312,1
593,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:18:06.168,Step_ExtSDM,30002312,1
594,processHandleBroadcastAction action:android.intent.action.TIME_TICK,2017-12-23 22:19:00.138,Step_LSC,30002312,0
595,onStandStepChanged 3689,2017-12-23 22:19:07.854,Step_LSC,30002312,0
596,onExtend:1514038748000 3 0 4,2017-12-23 22:19:07.865,Step_LSC,30002312,0
597, getTodayTotalDetailSteps = 1514038620000##7114##548860##8661##16256##27330470,2017-12-23 22:19:08.155,Step_SPUtils,30002312,2
598,setTodayTotalDetailSteps=1514038680000##7117##548865##8661##16256##27392475,2017-12-23 22:19:08.156,Step_SPUtils,30002312,6
599,calculateCaloriesWithCache totalCalories=129131,2017-12-23 22:19:08.163,Step_ExtSDM,30002312,1
600,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:19:08.165,Step_ExtSDM,30002312,1
601,REPORT : 7117 5081 152446 240,2017-12-23 22:19:08.167,Step_StandReportReceiver,30002312,4
602,onStandStepChanged 3694,2017-12-23 22:19:08.357,Step_LSC,30002312,0
603,onExtend:1514038749000 5 0 4,2017-12-23 22:19:08.365,Step_LSC,30002312,0
604, getTodayTotalDetailSteps = 1514038680000##7117##548865##8661##16256##27392475,2017-12-23 22:19:08.658,Step_SPUtils,30002312,2
605,setTodayTotalDetailSteps=1514038680000##7122##548870##8661##16256##27392978,2017-12-23 22:19:08.660,Step_SPUtils,30002312,6
606,calculateCaloriesWithCache totalCalories=129238,2017-12-23 22:19:08.675,Step_ExtSDM,30002312,1
607,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:19:08.686,Step_ExtSDM,30002312,1
608,REPORT : 7122 5085 152553 240,2017-12-23 22:19:08.686,Step_StandReportReceiver,30002312,4
609,onStandStepChanged 3696,2017-12-23 22:19:08.849,Step_LSC,30002312,0
610,onExtend:1514038749000 2 0 4,2017-12-23 22:19:08.862,Step_LSC,30002312,0
611, getTodayTotalDetailSteps = 1514038680000##7122##548870##8661##16256##27392978,2017-12-23 22:19:09.150,Step_SPUtils,30002312,2
612,setTodayTotalDetailSteps=1514038680000##7124##548875##8661##16256##27393470,2017-12-23 22:19:09.151,Step_SPUtils,30002312,6
613,calculateCaloriesWithCache totalCalories=129281,2017-12-23 22:19:09.158,Step_ExtSDM,30002312,1
614,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:19:09.163,Step_ExtSDM,30002312,1
615,REPORT : 7124 5086 152596 240,2017-12-23 22:19:09.169,Step_StandReportReceiver,30002312,4
616,onStandStepChanged 3698,2017-12-23 22:19:09.348,Step_LSC,30002312,0
617,onExtend:1514038750000 2 0 4,2017-12-23 22:19:09.359,Step_LSC,30002312,0
618, getTodayTotalDetailSteps = 1514038680000##7124##548875##8661##16256##27393470,2017-12-23 22:19:09.652,Step_SPUtils,30002312,2
619,setTodayTotalDetailSteps=1514038680000##7126##548880##8661##16256##27393971,2017-12-23 22:19:09.652,Step_SPUtils,30002312,6
620,calculateCaloriesWithCache totalCalories=129324,2017-12-23 22:19:09.662,Step_ExtSDM,30002312,1
621,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:19:09.668,Step_ExtSDM,30002312,1
622,REPORT : 7126 5087 152638 240,2017-12-23 22:19:09.671,Step_StandReportReceiver,30002312,4
623,onStandStepChanged 3700,2017-12-23 22:19:09.849,Step_LSC,30002312,0
624,onExtend:1514038750000 2 0 4,2017-12-23 22:19:09.859,Step_LSC,30002312,0
625, getTodayTotalDetailSteps = 1514038680000##7126##548880##8661##16256##27393971,2017-12-23 22:19:10.149,Step_SPUtils,30002312,2
626,setTodayTotalDetailSteps=1514038680000##7128##548885##8661##16256##27394469,2017-12-23 22:19:10.150,Step_SPUtils,30002312,6
627,calculateCaloriesWithCache totalCalories=129366,2017-12-23 22:19:10.160,Step_ExtSDM,30002312,1
628,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:19:10.164,Step_ExtSDM,30002312,1
629,REPORT : 7128 5089 152681 240,2017-12-23 22:19:10.165,Step_StandReportReceiver,30002312,4
630,onStandStepChanged 3702,2017-12-23 22:19:10.348,Step_LSC,30002312,0
631,onExtend:1514038751000 2 0 4,2017-12-23 22:19:10.362,Step_LSC,30002312,0
632, getTodayTotalDetailSteps = 1514038680000##7128##548885##8661##16256##27394469,2017-12-23 22:19:10.650,Step_SPUtils,30002312,2
633,setTodayTotalDetailSteps=1514038680000##7130##548890##8661##16256##27394969,2017-12-23 22:19:10.650,Step_SPUtils,30002312,6
634,calculateCaloriesWithCache totalCalories=129409,2017-12-23 22:19:10.658,Step_ExtSDM,30002312,1
635,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:19:10.661,Step_ExtSDM,30002312,1
636,REPORT : 7130 5090 152724 240,2017-12-23 22:19:10.664,Step_StandReportReceiver,30002312,4
637,onStandStepChanged 3704,2017-12-23 22:19:10.848,Step_LSC,30002312,0
638,onExtend:1514038751000 2 0 4,2017-12-23 22:19:10.858,Step_LSC,30002312,0
639, getTodayTotalDetailSteps = 1514038680000##7130##548890##8661##16256##27394969,2017-12-23 22:19:11.149,Step_SPUtils,30002312,2
640,setTodayTotalDetailSteps=1514038680000##7132##548895##8661##16256##27395468,2017-12-23 22:19:11.150,Step_SPUtils,30002312,6
641,calculateCaloriesWithCache totalCalories=129452,2017-12-23 22:19:11.160,Step_ExtSDM,30002312,1
642,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:19:11.164,Step_ExtSDM,30002312,1
643,REPORT : 7132 5092 152767 240,2017-12-23 22:19:11.164,Step_StandReportReceiver,30002312,4
644,onStandStepChanged 3707,2017-12-23 22:19:11.349,Step_LSC,30002312,0
645,onExtend:1514038752000 3 0 4,2017-12-23 22:19:11.358,Step_LSC,30002312,0
646, getTodayTotalDetailSteps = 1514038680000##7132##548895##8661##16256##27395468,2017-12-23 22:19:11.650,Step_SPUtils,30002312,2
647,setTodayTotalDetailSteps=1514038680000##7135##548900##8661##16256##27395969,2017-12-23 22:19:11.651,Step_SPUtils,30002312,6
648,calculateCaloriesWithCache totalCalories=129516,2017-12-23 22:19:11.658,Step_ExtSDM,30002312,1
649,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:19:11.661,Step_ExtSDM,30002312,1
650,REPORT : 7135 5094 152831 240,2017-12-23 22:19:11.661,Step_StandReportReceiver,30002312,4
651,onStandStepChanged 3711,2017-12-23 22:19:11.848,Step_LSC,30002312,0
652,onExtend:1514038752000 4 0 4,2017-12-23 22:19:11.857,Step_LSC,30002312,0
653, getTodayTotalDetailSteps = 1514038680000##7135##548900##8661##16256##27395969,2017-12-23 22:19:12.153,Step_SPUtils,30002312,2
654,setTodayTotalDetailSteps=1514038680000##7139##548905##8661##16256##27396473,2017-12-23 22:19:12.154,Step_SPUtils,30002312,6
655,calculateCaloriesWithCache totalCalories=129602,2017-12-23 22:19:12.162,Step_ExtSDM,30002312,1
656,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:19:12.165,Step_ExtSDM,30002312,1
657,REPORT : 7139 5097 152917 240,2017-12-23 22:19:12.167,Step_StandReportReceiver,30002312,4
658,onStandStepChanged 3712,2017-12-23 22:19:12.349,Step_LSC,30002312,0
659,onExtend:1514038753000 1 0 4,2017-12-23 22:19:12.364,Step_LSC,30002312,0
660, getTodayTotalDetailSteps = 1514038680000##7139##548905##8661##16256##27396473,2017-12-23 22:19:12.650,Step_SPUtils,30002312,2
661,setTodayTotalDetailSteps=1514038680000##7140##548910##8661##16256##27396969,2017-12-23 22:19:12.650,Step_SPUtils,30002312,6
662,calculateCaloriesWithCache totalCalories=129623,2017-12-23 22:19:12.658,Step_ExtSDM,30002312,1
663,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:19:12.662,Step_ExtSDM,30002312,1
664,REPORT : 7140 5097 152938 240,2017-12-23 22:19:12.663,Step_StandReportReceiver,30002312,4
665,onStandStepChanged 3726,2017-12-23 22:19:14.349,Step_LSC,30002312,0
666,onExtend:1514038755000 14 0 4,2017-12-23 22:19:14.363,Step_LSC,30002312,0
667, getTodayTotalDetailSteps = 1514038680000##7140##548910##8661##16256##27396969,2017-12-23 22:19:14.655,Step_SPUtils,30002312,2
668,setTodayTotalDetailSteps=1514038680000##7154##548915##8661##16256##27398975,2017-12-23 22:19:14.656,Step_SPUtils,30002312,6
669,calculateCaloriesWithCache totalCalories=129923,2017-12-23 22:19:14.677,Step_ExtSDM,30002312,1
670,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:19:14.686,Step_ExtSDM,30002312,1
671,REPORT : 7154 5107 153238 240,2017-12-23 22:19:14.688,Step_StandReportReceiver,30002312,4
672,onStandStepChanged 3726,2017-12-23 22:19:15.855,Step_LSC,30002312,0
673,onExtend:1514038756000 0 0 0,2017-12-23 22:19:15.858,Step_LSC,30002312,0
674, getTodayTotalDetailSteps = 1514038680000##7154##548915##8661##16256##27398975,2017-12-23 22:19:16.156,Step_SPUtils,30002312,2
675,setTodayTotalDetailSteps=1514038680000##7154##548920##8661##16256##27400475,2017-12-23 22:19:16.157,Step_SPUtils,30002312,6
676,calculateCaloriesWithCache totalCalories=129923,2017-12-23 22:19:16.171,Step_ExtSDM,30002312,1
677,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:19:16.177,Step_ExtSDM,30002312,1
678,onReceive action: android.intent.action.SCREEN_OFF,2017-12-23 22:19:43.719,Step_StandReportReceiver,30002312,4
679,onStandStepChanged 3732,2017-12-23 22:19:57.751,Step_LSC,30002312,0
680,onExtend:1514038756000 6 0 4,2017-12-23 22:19:57.755,Step_LSC,30002312,0
681,onStandStepChanged 3732,2017-12-23 22:19:57.758,Step_LSC,30002312,0
682,onExtend:1514038798000 0 0 4,2017-12-23 22:19:57.763,Step_LSC,30002312,0
683,onReceive action: android.intent.action.SCREEN_ON,2017-12-23 22:19:57.775,Step_StandReportReceiver,30002312,4
684,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,2017-12-23 22:19:57.776,Step_LSC,30002312,0
685,flush sensor data,2017-12-23 22:19:57.776,Step_StandStepCounter,30002312,4
686, getTodayTotalDetailSteps = 1514038680000##7154##548920##8661##16256##27400475,2017-12-23 22:19:57.777,Step_SPUtils,30002312,2
687,setTodayTotalDetailSteps=1514038680000##7160##548925##8661##16256##27442097,2017-12-23 22:19:57.778,Step_SPUtils,30002312,6
688,onStandStepChanged 3732,2017-12-23 22:19:57.780,Step_LSC,30002312,0
689,calculateCaloriesWithCache totalCalories=130052,2017-12-23 22:19:57.789,Step_ExtSDM,30002312,1
690,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:19:57.796,Step_ExtSDM,30002312,1
691,REPORT : 7160 5112 153367 240,2017-12-23 22:19:57.796,Step_StandReportReceiver,30002312,4
692,onStandStepChanged 3732,2017-12-23 22:19:57.878,Step_LSC,30002312,0
693,onExtend:1514038798000 0 0 4,2017-12-23 22:19:57.879,Step_LSC,30002312,0
694, getTodayTotalDetailSteps = 1514038680000##7160##548925##8661##16256##27442097,2017-12-23 22:19:58.970,Step_SPUtils,30002312,2
695,setTodayTotalDetailSteps=1514038680000##7160##548930##8661##16256##27442416,2017-12-23 22:19:58.970,Step_SPUtils,30002312,6
696,calculateCaloriesWithCache totalCalories=130052,2017-12-23 22:19:58.109,Step_ExtSDM,30002312,1
697,calculateAltitudeWithCache totalAltitude=240,2017-12-23 22:19:58.112,Step_ExtSDM,30002312,1
698,onStandStepChanged 3735,2017-12-23 22:19:58.363,Step_LSC,30002312,0
699,flushTempCacheToDB by stand,2017-12-23 22:19:58.363,Step_LSC,30002312,0
700,Alarm uploadStaticsToDB totalSteps=7163Calories:153367Floor:240Distance:5112,2017-12-23 22:19:58.366,Step_LSC,30002312,0
701,writeDataToDB size 327,2017-12-23 22:19:58.366,Step_FlushableStepDataCache,30002312,1
702,"upLoadOneMinuteDataToEngine time=25233975,0,93,0,20002",2017-12-23 22:19:58.366,Step_FlushableStepDataCache,30002312,1
703,"upLoadOneMinuteDataToEngine time=25233976,0,1,0,20002",2017-12-23 22:19:58.366,Step_FlushableStepDataCache,30002312,1
704,"upLoadOneMinuteDataToEngine time=25233977,0,55,0,20002",2017-12-23 22:19:58.366,Step_FlushableStepDataCache,30002312,1
705,"upLoadOneMinuteDataToEngine time=25233978,0,5,0,20002",2017-12-23 22:19:58.366,Step_FlushableStepDataCache,30002312,1
706,"upLoadOneMinuteDataToEngine time=25233979,0,46,0,20002",2017-12-23 22:19:58.367,Step_FlushableStepDataCache,30002312,1
707,getBinderPackageName packageName = com.huawei.health,2017-12-23 22:19:58.369,HiH_HiAppUtil,30002312,5
708,getBinderPackageName packageName = com.huawei.health,2017-12-23 22:19:58.370,HiH_HiAppUtil,30002312,5
709,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",2017-12-23 22:19:58.371,HiH_HiHealthBinder,30002312,3
710,onExtend:1514038799000 3 0 4,2017-12-23 22:19:58.373,Step_LSC,30002312,0
711,getBinderPackageName packageName = com.huawei.health,2017-12-23 22:19:58.374,HiH_HiAppUtil,30002312,5
712,getBinderPackageName packageName = com.huawei.health,2017-12-23 22:19:58.375,HiH_HiAppUtil,30002312,5
713,insertHiHealthData() checkAppType  0 appID = 1,2017-12-23 22:19:58.375,HiH_HiHealthBinder,30002312,3
714,"insertHiHealthData() size = 4,app = 1,One Data Type = 40002,packageName = com.huawei.health,writeStatType = 0",2017-12-23 22:19:58.376,HiH_HiHealthBinder,30002312,3
715,"saveHealthDetailData() deviceID = 2,clientID=1,id=1",2017-12-23 22:19:58.377,HiH_HiHealthDataInsertStore,30002312,3
716,"saveStatData() type =40002,time = 1513958400000,statClient = 2,who is 1",2017-12-23 22:19:58.378,HiH_HiHealthDataInsertStore,30002312,3
717,"new date =20171223, type=40002,7163.0,old=6983.0",2017-12-23 22:19:58.378,HiH_DataStatManager,30002312,5
718,"saveStatData() type =40003,time = 1513958400000,statClient = 2,who is 1",2017-12-23 22:19:58.379,HiH_HiHealthDataInsertStore,30002312,3
719,"new date =20171223, type=40003,153367.0,old=210654.54000000004",2017-12-23 22:19:58.380,HiH_DataStatManager,30002312,5
720,"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40003",2017-12-23 22:19:58.380,HiH_HiHealthDataInsertStore,30002312,3
721,"saveStatData() type =40005,time = 1513958400000,statClient = 2,who is 1",2017-12-23 22:19:58.380,HiH_HiHealthDataInsertStore,30002312,3
722,"new date =20171223, type=40005,240.0,old=330.0",2017-12-23 22:19:58.381,HiH_DataStatManager,30002312,5
723,"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40005",2017-12-23 22:19:58.381,HiH_HiHealthDataInsertStore,30002312,3
724,"saveStatData() type =40004,time = 1513958400000,statClient = 2,who is 1",2017-12-23 22:19:58.381,HiH_HiHealthDataInsertStore,30002312,3
725,"new date =20171223, type=40004,5112.0,old=4985.0",2017-12-23 22:19:58.382,HiH_DataStatManager,30002312,5
726,"bulkSaveDetailHiHealthData() size = 4,totalTime = 30",2017-12-23 22:19:58.406,HiH_HiHealthDataInsertStore,30002312,3
727,startListenerChange subscribeList = [1],2017-12-23 22:19:58.407,HiH_ListenerManager,30002312,1
728,"insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = 4,errorMessage = ERR_DATA_INSERT ",2017-12-23 22:19:58.411,HiH_HiHealthBinder,30002312,3
729,insertHiHealthData() end totalTime = 45,2017-12-23 22:19:58.411,HiH_HiHealthBinder,30002312,3
730,uploadStaticsToDB() onResult  type = 4 obj=true,2017-12-23 22:19:58.411,Step_LSC,30002312,0
731,uploadStaticsToDB failed message=true,2017-12-23 22:19:58.411,Step_LSC,30002312,0
732,checkInsertStatus stepSum or calorieSum is enough,2017-12-23 22:19:58.413,HiH_HiSyncControl,30002312,3
733,getBinderPackageName packageName = com.huawei.health,2017-12-23 22:19:58.413,HiH_HiAppUtil,30002312,5
734,getBinderPackageName packageName = com.huawei.health,2017-12-23 22:19:58.415,HiH_HiAppUtil,30002312,5
735,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",2017-12-23 22:19:58.415,HiH_HiHealthBinder,30002312,3
736,checkInsertStatus stepStatSum or calorieStatSum is enough,2017-12-23 22:19:58.415,HiH_HiSyncControl,30002312,3
737,"stepSyncOrNot appSynTimes is 0, statsyncTimes is 0",2017-12-23 22:19:58.416,HiH_HiSyncControl,30002312,3
738,"startInsertSportSync start auto sync,app is 1",2017-12-23 22:19:58.416,HiH_HiSyncControl,30002312,3
739,getBinderPackageName packageName = com.huawei.health,2017-12-23 22:19:58.417,HiH_HiAppUtil,30002312,5
740,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0",2017-12-23 22:19:58.417,HiH_HiSyncUtil,30002312,3
741,"startInsertSportSync first 500 steps sync,do all sync",2017-12-23 22:19:58.417,HiH_HiSyncControl,30002312,3
742,getBinderPackageName packageName = com.huawei.health,2017-12-23 22:19:58.419,HiH_HiAppUtil,30002312,5
743,"startSync hiSyncOption = HiSyncOption{syncAction=2, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",2017-12-23 22:19:58.419,HiH_HiSyncControl,30002312,3
744,insertHiHealthData() checkAppType  0 appID = 1,2017-12-23 22:19:58.419,HiH_HiHealthBinder,30002312,3
745,"insertHiHealthData() size = 20,app = 1,One Data Type = 2,packageName = com.huawei.health,writeStatType = 0",2017-12-23 22:19:58.419,HiH_HiHealthBinder,30002312,3
746,needAutoSync autoSyncSwitch is open,2017-12-23 22:19:58.423,HiH_HiSyncControl,30002312,3
